timestamp,category,user_id,function,line_number,flag,message,exception
2024-07-09 15:54:14,ERROR,san123,create_or_pass_folder,233,0,Function create_or_pass_folder error,"Function create_or_pass_folder error
Traceback (most recent call last):
  File ""C:\Users\Asif Ansari.DESKTOP-TFHGSOM\Desktop\dev-letest-code\Test_Load\app.py"", line 226, in create_or_pass_folder
    container_client.get_blob_client(container_name, user_folder).upload_blob("""")
  File ""C:\Users\Asif Ansari.DESKTOP-TFHGSOM\Desktop\dev-letest-code\Test_Load\.venv\Lib\site-packages\azure\core\tracing\decorator.py"", line 78, in wrapper_use_tracer
    return func(*args, **kwargs)
           ^^^^^^^^^^^^^^^^^^^^^
  File ""C:\Users\Asif Ansari.DESKTOP-TFHGSOM\Desktop\dev-letest-code\Test_Load\.venv\Lib\site-packages\azure\storage\blob\_blob_client.py"", line 765, in upload_blob
    return upload_block_blob(**options)
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File ""C:\Users\Asif Ansari.DESKTOP-TFHGSOM\Desktop\dev-letest-code\Test_Load\.venv\Lib\site-packages\azure\storage\blob\_upload_helpers.py"", line 195, in upload_block_blob
    process_storage_error(error)
  File ""C:\Users\Asif Ansari.DESKTOP-TFHGSOM\Desktop\dev-letest-code\Test_Load\.venv\Lib\site-packages\azure\storage\blob\_shared\response_handlers.py"", line 184, in process_storage_error
    exec(""raise error from None"")   # pylint: disable=exec-used # nosec
    ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File ""<string>"", line 1, in <module>
azure.core.exceptions.HttpResponseError: Value for one of the query parameters specified in the request URI is invalid.
RequestId:a2063747-d01e-0030-60ea-d12f2c000000
Time:2024-07-09T10:24:15.1766158Z
ErrorCode:InvalidQueryParameterValue
queryparametername:snapshot
queryparametervalue:san123
Content: <?xml version=""1.0"" encoding=""utf-8""?>
<Error><Code>InvalidQueryParameterValue</Code><Message>Value for one of the query parameters specified in the request URI is invalid.
RequestId:a2063747-d01e-0030-60ea-d12f2c000000
Time:2024-07-09T10:24:15.1766158Z</Message><QueryParameterName>snapshot</QueryParameterName><QueryParameterValue>san123</QueryParameterValue></Error>"
2024-07-09 15:54:14,ERROR,san123,create_or_pass_folder,242,0,"Function create_or_pass_folder Error creating folder'san123': Value for one of the query parameters specified in the request URI is invalid.
RequestId:a2063747-d01e-0030-60ea-d12f2c000000
Time:2024-07-09T10:24:15.1766158Z
ErrorCode:InvalidQueryParameterValue
queryparametername:snapshot
queryparametervalue:san123
Content: <?xml version=""1.0"" encoding=""utf-8""?>
<Error><Code>InvalidQueryParameterValue</Code><Message>Value for one of the query parameters specified in the request URI is invalid.
RequestId:a2063747-d01e-0030-60ea-d12f2c000000
Time:2024-07-09T10:24:15.1766158Z</Message><QueryParameterName>snapshot</QueryParameterName><QueryParameterValue>san123</QueryParameterValue></Error> ","Function create_or_pass_folder Error creating folder'san123': Value for one of the query parameters specified in the request URI is invalid.
RequestId:a2063747-d01e-0030-60ea-d12f2c000000
Time:2024-07-09T10:24:15.1766158Z
ErrorCode:InvalidQueryParameterValue
queryparametername:snapshot
queryparametervalue:san123
Content: <?xml version=""1.0"" encoding=""utf-8""?>
<Error><Code>InvalidQueryParameterValue</Code><Message>Value for one of the query parameters specified in the request URI is invalid.
RequestId:a2063747-d01e-0030-60ea-d12f2c000000
Time:2024-07-09T10:24:15.1766158Z</Message><QueryParameterName>snapshot</QueryParameterName><QueryParameterValue>san123</QueryParameterValue></Error> 
Traceback (most recent call last):
  File ""C:\Users\Asif Ansari.DESKTOP-TFHGSOM\Desktop\dev-letest-code\Test_Load\app.py"", line 226, in create_or_pass_folder
    container_client.get_blob_client(container_name, user_folder).upload_blob("""")
  File ""C:\Users\Asif Ansari.DESKTOP-TFHGSOM\Desktop\dev-letest-code\Test_Load\.venv\Lib\site-packages\azure\core\tracing\decorator.py"", line 78, in wrapper_use_tracer
    return func(*args, **kwargs)
           ^^^^^^^^^^^^^^^^^^^^^
  File ""C:\Users\Asif Ansari.DESKTOP-TFHGSOM\Desktop\dev-letest-code\Test_Load\.venv\Lib\site-packages\azure\storage\blob\_blob_client.py"", line 765, in upload_blob
    return upload_block_blob(**options)
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File ""C:\Users\Asif Ansari.DESKTOP-TFHGSOM\Desktop\dev-letest-code\Test_Load\.venv\Lib\site-packages\azure\storage\blob\_upload_helpers.py"", line 195, in upload_block_blob
    process_storage_error(error)
  File ""C:\Users\Asif Ansari.DESKTOP-TFHGSOM\Desktop\dev-letest-code\Test_Load\.venv\Lib\site-packages\azure\storage\blob\_shared\response_handlers.py"", line 184, in process_storage_error
    exec(""raise error from None"")   # pylint: disable=exec-used # nosec
    ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File ""<string>"", line 1, in <module>
azure.core.exceptions.HttpResponseError: Value for one of the query parameters specified in the request URI is invalid.
RequestId:a2063747-d01e-0030-60ea-d12f2c000000
Time:2024-07-09T10:24:15.1766158Z
ErrorCode:InvalidQueryParameterValue
queryparametername:snapshot
queryparametervalue:san123
Content: <?xml version=""1.0"" encoding=""utf-8""?>
<Error><Code>InvalidQueryParameterValue</Code><Message>Value for one of the query parameters specified in the request URI is invalid.
RequestId:a2063747-d01e-0030-60ea-d12f2c000000
Time:2024-07-09T10:24:15.1766158Z</Message><QueryParameterName>snapshot</QueryParameterName><QueryParameterValue>san123</QueryParameterValue></Error>"
2024-07-09 15:54:14,INFO,san123,home,1787,1,User san123 logged in successfully,
2024-07-09 15:54:15,INFO,san123,update_bar_chart_from_blob,420,1,Function update_bar_chart_from_blob successfully Return blob_list,
2024-07-09 15:54:18,INFO,san123,update_bar_chart_from_blob,420,1,Function update_bar_chart_from_blob successfully Return blob_list,
2024-07-09 15:54:24,INFO,san123,update_bar_chart_from_blob,420,1,Function update_bar_chart_from_blob successfully Return blob_list,
2024-07-09 15:54:24,INFO,san123,table_update,3239,1,table_update route successfully sent data in 4.971663236618042 seconds,
2024-07-09 15:55:02,INFO,san123,get_conversation_chain,1120,1,Retrieval content from conversational chain,
2024-07-09 15:55:07,INFO,san123,analyze_sentiment_Q_A,1301,1,Ask QnA sentiments analyzed,
2024-07-09 15:55:07,INFO,san123,perform_lda___Q_A,1383,1,QnA topics generated.,
